theme_tag,sub_archetype,large_sector,large_sector_korean,canonical_archetype,posture,theme_is_score_input,must_have_evidence,green_policy
홈쇼핑,RETAIL_CONVENIENCE_OFFLINE,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,false,same_store_sales|opm_improvement|inventory_turnover,Offline retail needs store efficiency and margin evidence.
음식료 유통,RETAIL_CONVENIENCE_OFFLINE,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,false,same_store_sales|opm_improvement|inventory_turnover,Offline retail needs store efficiency and margin evidence.
마켓컬리,ECOMMERCE_FRESH_LOGISTICS,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,unit_economics|repeat_orders|logistics_margin,"Fresh e-commerce needs unit economics, not GMV headline only."
오아시스,ECOMMERCE_FRESH_LOGISTICS,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,unit_economics|repeat_orders|logistics_margin,"Fresh e-commerce needs unit economics, not GMV headline only."
콜드체인,ECOMMERCE_FRESH_LOGISTICS,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,unit_economics|repeat_orders|logistics_margin,"Fresh e-commerce needs unit economics, not GMV headline only."
택배,ECOMMERCE_FRESH_LOGISTICS,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,unit_economics|repeat_orders|logistics_margin,"Fresh e-commerce needs unit economics, not GMV headline only."
종합물류,ECOMMERCE_FRESH_LOGISTICS,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,unit_economics|repeat_orders|logistics_margin,"Fresh e-commerce needs unit economics, not GMV headline only."
화장품 브랜드,K_BEAUTY_EXPORT_DISTRIBUTION,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,false,export_growth|channel_diversification|repeat_orders|opm_roe_improvement,K-beauty Green needs repeat export channel and inventory discipline.
K뷰티,K_BEAUTY_EXPORT_DISTRIBUTION,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,false,export_growth|channel_diversification|repeat_orders|opm_roe_improvement,K-beauty Green needs repeat export channel and inventory discipline.
화장품 유통,K_BEAUTY_EXPORT_DISTRIBUTION,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,false,export_growth|channel_diversification|repeat_orders|opm_roe_improvement,K-beauty Green needs repeat export channel and inventory discipline.
화장품 OEM,BEAUTY_OEM_ODM_SUPPLYCHAIN,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,false,customer_diversification|capacity_utilization|margin_visibility,Beauty supply chain needs customer and utilization evidence.
화장품 ODM,BEAUTY_OEM_ODM_SUPPLYCHAIN,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,false,customer_diversification|capacity_utilization|margin_visibility,Beauty supply chain needs customer and utilization evidence.
화장품 원재료,BEAUTY_OEM_ODM_SUPPLYCHAIN,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,false,customer_diversification|capacity_utilization|margin_visibility,Beauty supply chain needs customer and utilization evidence.
화장품 부자재,BEAUTY_OEM_ODM_SUPPLYCHAIN,CONSUMER_RETAIL_BRAND,소비재·유통·브랜드,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,false,customer_diversification|capacity_utilization|margin_visibility,Beauty supply chain needs customer and utilization evidence.
은행,FINANCIAL_SPREAD_BALANCE_SHEET,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,false,roe|pbr|capital_ratio|credit_cost,Financial Green needs ROE/PBR and balance-sheet quality.
금융지주회사,FINANCIAL_SPREAD_BALANCE_SHEET,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,false,roe|pbr|capital_ratio|credit_cost,Financial Green needs ROE/PBR and balance-sheet quality.
생명보험,FINANCIAL_SPREAD_BALANCE_SHEET,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,false,roe|pbr|capital_ratio|credit_cost,Financial Green needs ROE/PBR and balance-sheet quality.
손해보험,FINANCIAL_SPREAD_BALANCE_SHEET,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,false,roe|pbr|capital_ratio|credit_cost,Financial Green needs ROE/PBR and balance-sheet quality.
손해보험,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,false,loss_ratio|csm_or_capital|shareholder_return|credit_risk,Insurance needs underwriting and capital evidence.
생명보험,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,false,loss_ratio|csm_or_capital|shareholder_return|credit_risk,Insurance needs underwriting and capital evidence.
화재,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,false,loss_ratio|csm_or_capital|shareholder_return|credit_risk,Insurance needs underwriting and capital evidence.
고배당주,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,false,loss_ratio|csm_or_capital|shareholder_return|credit_risk,Insurance needs underwriting and capital evidence.
증권사,SECURITIES_BROKERAGE_CYCLE,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,false,brokerage_cycle|ib_pipeline|capital_risk,Brokerage cycles need market-cycle caps.
벤처캐피탈,SECURITIES_BROKERAGE_CYCLE,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,false,brokerage_cycle|ib_pipeline|capital_risk,Brokerage cycles need market-cycle caps.
VC,SECURITIES_BROKERAGE_CYCLE,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,false,brokerage_cycle|ib_pipeline|capital_risk,Brokerage cycles need market-cycle caps.
밸류업,VALUE_UP_SHAREHOLDER_RETURN,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,VALUE_UP_SHAREHOLDER_RETURN,GREEN_POSSIBLE,false,roe|shareholder_return_execution|capital_strength,Value-up tag alone is not evidence; execution matters.
밸류업 지수,VALUE_UP_SHAREHOLDER_RETURN,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,VALUE_UP_SHAREHOLDER_RETURN,GREEN_POSSIBLE,false,roe|shareholder_return_execution|capital_strength,Value-up tag alone is not evidence; execution matters.
고배당주,VALUE_UP_SHAREHOLDER_RETURN,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,VALUE_UP_SHAREHOLDER_RETURN,GREEN_POSSIBLE,false,roe|shareholder_return_execution|capital_strength,Value-up tag alone is not evidence; execution matters.
부동산 자산 보유,VALUE_UP_SHAREHOLDER_RETURN,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,VALUE_UP_SHAREHOLDER_RETURN,GREEN_POSSIBLE,false,roe|shareholder_return_execution|capital_strength,Value-up tag alone is not evidence; execution matters.
결제서비스,PAYMENT_FINTECH_INFRA,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,transaction_volume|take_rate|regulatory_risk,Fintech needs transaction economics and regulation checks.
토스 관련주,PAYMENT_FINTECH_INFRA,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,transaction_volume|take_rate|regulatory_risk,Fintech needs transaction economics and regulation checks.
지역화폐,PAYMENT_FINTECH_INFRA,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,transaction_volume|take_rate|regulatory_risk,Fintech needs transaction economics and regulation checks.
신용정보,PAYMENT_FINTECH_INFRA,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,transaction_volume|take_rate|regulatory_risk,Fintech needs transaction economics and regulation checks.
스테이블코인,DIGITAL_ASSET_TOKENIZATION,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,regulated_revenue|license_or_partner|cash_flow,Tokenization themes are Green-blocked without regulated revenue.
STO,DIGITAL_ASSET_TOKENIZATION,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,regulated_revenue|license_or_partner|cash_flow,Tokenization themes are Green-blocked without regulated revenue.
디지털자산,DIGITAL_ASSET_TOKENIZATION,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,regulated_revenue|license_or_partner|cash_flow,Tokenization themes are Green-blocked without regulated revenue.
블록체인,DIGITAL_ASSET_TOKENIZATION,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,regulated_revenue|license_or_partner|cash_flow,Tokenization themes are Green-blocked without regulated revenue.
NFT,DIGITAL_ASSET_TOKENIZATION,FINANCIAL_CAPITAL_DIGITAL,금융·자본배분·디지털금융,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,regulated_revenue|license_or_partner|cash_flow,Tokenization themes are Green-blocked without regulated revenue.
치매치료,BIOTECH_PRE_REVENUE_REGULATORY,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,BIOTECH_PRE_REVENUE_REGULATORY,REDTEAM_FIRST,false,clinical_milestone|cash_runway|dilution_risk,Pre-revenue biotech is not Green before revenue or royalty conversion.
희귀질환 치료제,BIOTECH_PRE_REVENUE_REGULATORY,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,BIOTECH_PRE_REVENUE_REGULATORY,REDTEAM_FIRST,false,clinical_milestone|cash_runway|dilution_risk,Pre-revenue biotech is not Green before revenue or royalty conversion.
면역세포치료제,BIOTECH_PRE_REVENUE_REGULATORY,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,BIOTECH_PRE_REVENUE_REGULATORY,REDTEAM_FIRST,false,clinical_milestone|cash_runway|dilution_risk,Pre-revenue biotech is not Green before revenue or royalty conversion.
줄기세포치료제,BIOTECH_PRE_REVENUE_REGULATORY,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,BIOTECH_PRE_REVENUE_REGULATORY,REDTEAM_FIRST,false,clinical_milestone|cash_runway|dilution_risk,Pre-revenue biotech is not Green before revenue or royalty conversion.
이중항체,BIOTECH_PRE_REVENUE_REGULATORY,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,BIOTECH_PRE_REVENUE_REGULATORY,REDTEAM_FIRST,false,clinical_milestone|cash_runway|dilution_risk,Pre-revenue biotech is not Green before revenue or royalty conversion.
AI 신약개발,BIOTECH_ROYALTY_COMMERCIALIZATION,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,BIOTECH_ROYALTY_COMMERCIALIZATION,WATCH_YELLOW_FIRST,false,approval|partner_launch|royalty_or_revenue,"Biotech can improve after commercialization evidence, not clinical headline alone."
비만 치료제,BIOTECH_ROYALTY_COMMERCIALIZATION,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,BIOTECH_ROYALTY_COMMERCIALIZATION,WATCH_YELLOW_FIRST,false,approval|partner_launch|royalty_or_revenue,"Biotech can improve after commercialization evidence, not clinical headline alone."
탈모치료,BIOTECH_ROYALTY_COMMERCIALIZATION,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,BIOTECH_ROYALTY_COMMERCIALIZATION,WATCH_YELLOW_FIRST,false,approval|partner_launch|royalty_or_revenue,"Biotech can improve after commercialization evidence, not clinical headline alone."
난임,BIOTECH_ROYALTY_COMMERCIALIZATION,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,BIOTECH_ROYALTY_COMMERCIALIZATION,WATCH_YELLOW_FIRST,false,approval|partner_launch|royalty_or_revenue,"Biotech can improve after commercialization evidence, not clinical headline alone."
치매치료,BIOTECH_ROYALTY_COMMERCIALIZATION,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,BIOTECH_ROYALTY_COMMERCIALIZATION,WATCH_YELLOW_FIRST,false,approval|partner_launch|royalty_or_revenue,"Biotech can improve after commercialization evidence, not clinical headline alone."
CMO,CDMO_HEALTHCARE_CONTRACT,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,false,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,CDMO is contract/utilization driven and separated from trial-stage biotech.
원료의약품,CDMO_HEALTHCARE_CONTRACT,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,false,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,CDMO is contract/utilization driven and separated from trial-stage biotech.
바이오시밀러,CDMO_HEALTHCARE_CONTRACT,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,false,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,CDMO is contract/utilization driven and separated from trial-stage biotech.
CRO,CDMO_HEALTHCARE_CONTRACT,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,false,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,CDMO is contract/utilization driven and separated from trial-stage biotech.
임상시험수탁,CDMO_HEALTHCARE_CONTRACT,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,false,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,CDMO is contract/utilization driven and separated from trial-stage biotech.
전염병 진단,DIAGNOSTICS_INFECTIOUS_DISEASE,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,recurring_non_event_demand|revenue_after_event|margin_normalization,Infectious disease demand is one-off until recurring demand is proven.
코로나19 제약,DIAGNOSTICS_INFECTIOUS_DISEASE,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,recurring_non_event_demand|revenue_after_event|margin_normalization,Infectious disease demand is one-off until recurring demand is proven.
엠폭스,DIAGNOSTICS_INFECTIOUS_DISEASE,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,recurring_non_event_demand|revenue_after_event|margin_normalization,Infectious disease demand is one-off until recurring demand is proven.
동물백신,DIAGNOSTICS_INFECTIOUS_DISEASE,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,recurring_non_event_demand|revenue_after_event|margin_normalization,Infectious disease demand is one-off until recurring demand is proven.
방역,DIAGNOSTICS_INFECTIOUS_DISEASE,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,recurring_non_event_demand|revenue_after_event|margin_normalization,Infectious disease demand is one-off until recurring demand is proven.
미용기기,MEDICAL_DEVICE_HEALTHCARE_EXPORT,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,MEDICAL_DEVICE_HEALTHCARE_EXPORT,GREEN_POSSIBLE,false,export_growth|consumable_repeat_revenue|regulatory_approval|opm_roe_improvement,Medical device Green needs repeat revenue and export/channel support.
치아,MEDICAL_DEVICE_HEALTHCARE_EXPORT,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,MEDICAL_DEVICE_HEALTHCARE_EXPORT,GREEN_POSSIBLE,false,export_growth|consumable_repeat_revenue|regulatory_approval|opm_roe_improvement,Medical device Green needs repeat revenue and export/channel support.
임플란트,MEDICAL_DEVICE_HEALTHCARE_EXPORT,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,MEDICAL_DEVICE_HEALTHCARE_EXPORT,GREEN_POSSIBLE,false,export_growth|consumable_repeat_revenue|regulatory_approval|opm_roe_improvement,Medical device Green needs repeat revenue and export/channel support.
보툴리눔 톡신,MEDICAL_DEVICE_HEALTHCARE_EXPORT,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,MEDICAL_DEVICE_HEALTHCARE_EXPORT,GREEN_POSSIBLE,false,export_growth|consumable_repeat_revenue|regulatory_approval|opm_roe_improvement,Medical device Green needs repeat revenue and export/channel support.
수술용 로봇,MEDICAL_DEVICE_HEALTHCARE_EXPORT,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,MEDICAL_DEVICE_HEALTHCARE_EXPORT,GREEN_POSSIBLE,false,export_growth|consumable_repeat_revenue|regulatory_approval|opm_roe_improvement,Medical device Green needs repeat revenue and export/channel support.
의료 AI,DIGITAL_HEALTHCARE_AI,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,reimbursement_or_contract|recurring_revenue|regulatory_clearance,Digital healthcare needs monetization and regulation evidence.
원격의료,DIGITAL_HEALTHCARE_AI,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,reimbursement_or_contract|recurring_revenue|regulatory_clearance,Digital healthcare needs monetization and regulation evidence.
유전체검사,DIGITAL_HEALTHCARE_AI,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,reimbursement_or_contract|recurring_revenue|regulatory_clearance,Digital healthcare needs monetization and regulation evidence.
마이크로바이옴,DIGITAL_HEALTHCARE_AI,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,reimbursement_or_contract|recurring_revenue|regulatory_clearance,Digital healthcare needs monetization and regulation evidence.
마리화나,CANNABIS_REGULATED_HEALTH,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,legal_revenue|regulatory_approval|cash_flow,Cannabis themes remain RedTeam-first without legal revenue.
대마초,CANNABIS_REGULATED_HEALTH,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,legal_revenue|regulatory_approval|cash_flow,Cannabis themes remain RedTeam-first without legal revenue.
규제형 바이오 이벤트,CANNABIS_REGULATED_HEALTH,BIOTECH_HEALTHCARE_DEVICE,바이오·헬스케어·의료기기,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,legal_revenue|regulatory_approval|cash_flow,Cannabis themes remain RedTeam-first without legal revenue.
클라우드 컴퓨팅,PLATFORM_SOFTWARE_INTERNET,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,arpu|recurring_revenue|opm_leverage,Platform needs monetization and margin leverage.
원격근무,PLATFORM_SOFTWARE_INTERNET,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,arpu|recurring_revenue|opm_leverage,Platform needs monetization and margin leverage.
컨택센터,PLATFORM_SOFTWARE_INTERNET,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,arpu|recurring_revenue|opm_leverage,Platform needs monetization and margin leverage.
광고,PLATFORM_SOFTWARE_INTERNET,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,arpu|recurring_revenue|opm_leverage,Platform needs monetization and margin leverage.
게임,GAME_CONTENT_IP,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,false,ip_repeatability|global_revenue|op_eps_revision,"Content/IP needs repeat monetization, not launch hype only."
엔터,GAME_CONTENT_IP,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,false,ip_repeatability|global_revenue|op_eps_revision,"Content/IP needs repeat monetization, not launch hype only."
미디어 콘텐츠,GAME_CONTENT_IP,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,false,ip_repeatability|global_revenue|op_eps_revision,"Content/IP needs repeat monetization, not launch hype only."
음원서비스,GAME_CONTENT_IP,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,false,ip_repeatability|global_revenue|op_eps_revision,"Content/IP needs repeat monetization, not launch hype only."
방송·언론,GAME_CONTENT_IP,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,false,ip_repeatability|global_revenue|op_eps_revision,"Content/IP needs repeat monetization, not launch hype only."
메타버스,METAVERSE_NFT_THEME,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,revenue_conversion|user_monetization|regulatory_risk,Metaverse/NFT stays theme-risk until monetization is proven.
NFT,METAVERSE_NFT_THEME,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,revenue_conversion|user_monetization|regulatory_risk,Metaverse/NFT stays theme-risk until monetization is proven.
디지털자산,METAVERSE_NFT_THEME,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,revenue_conversion|user_monetization|regulatory_risk,Metaverse/NFT stays theme-risk until monetization is proven.
STO,METAVERSE_NFT_THEME,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,revenue_conversion|user_monetization|regulatory_risk,Metaverse/NFT stays theme-risk until monetization is proven.
인공지능 AI,AI_SOFTWARE_APPLICATION,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,paid_usage|cost_efficiency|opm_leverage,AI software needs paid usage and cost/margin proof.
AI 신약개발,AI_SOFTWARE_APPLICATION,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,paid_usage|cost_efficiency|opm_leverage,AI software needs paid usage and cost/margin proof.
의료AI,AI_SOFTWARE_APPLICATION,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,paid_usage|cost_efficiency|opm_leverage,AI software needs paid usage and cost/margin proof.
딥페이크,AI_SOFTWARE_APPLICATION,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,paid_usage|cost_efficiency|opm_leverage,AI software needs paid usage and cost/margin proof.
IT보안,SECURITY_IDENTITY_INFRA,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,recurring_contract|security_demand|op_eps_revision,Security infra needs recurring contract evidence.
생체인식,SECURITY_IDENTITY_INFRA,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,recurring_contract|security_demand|op_eps_revision,Security infra needs recurring contract evidence.
CCTV,SECURITY_IDENTITY_INFRA,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,recurring_contract|security_demand|op_eps_revision,Security infra needs recurring contract evidence.
딥페이크,SECURITY_IDENTITY_INFRA,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,false,recurring_contract|security_demand|op_eps_revision,Security infra needs recurring contract evidence.
교육,EDUCATION_SPECIALTY_SERVICES,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,false,enrollment_or_user_growth|opm_leverage|policy_risk,Education services need recurring revenue and policy risk checks.
취업일자리,EDUCATION_SPECIALTY_SERVICES,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,false,enrollment_or_user_growth|opm_leverage|policy_risk,Education services need recurring revenue and policy risk checks.
키즈,EDUCATION_SPECIALTY_SERVICES,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,false,enrollment_or_user_growth|opm_leverage|policy_risk,Education services need recurring revenue and policy risk checks.
